CID,BDATE,GEN
NASAW00016244,12-15-69,Male
NASAW00016245,09-21-69,Female
NASAW00016246,05-25-64,Male
NASAW00016247,10-30-64,Female
NASAW00016248,08-27-64,Female
NASAW00016249,12-01-70,Male
NASAW00016250,05-18-79,Male
NASAW00016251,03-08-78,Female
NASAW00016252,03-21-73,Male
NASAW00016253,03-02-73,Female
NASAW00016254,02-17-73,Female
NASAW00016255,02-18-73,Female
NASAW00016256,01-13-73,Male
NASAW00016257,10-14-78,Female
NASAW00016258,05-02-73,Female
NASAW00016259,10-19-71,Female
NASAW00016260,02-16-77,Female
NASAW00016261,02-03-84,Female
NASAW00016262,05-14-84,Female
NASAW00016263,12-08-72,Male
NASAW00016264,10-20-33,Female
NASAW00016265,12-13-82,Female
NASAW00016266,10-16-71,Female
NASAW00016267,04-21-72,Male
NASAW00016268,05-19-72,Female
NASAW00016269,08-25-71,Female
NASAW00016270,12-08-71,Male
NASAW00016271,12-11-70,Female
NASAW00016272,02-04-71,Male
NASAW00016273,05-10-76,Female
NASAW00016274,09-13-69,Male
NASAW00016275,06-30-69,Female
NASAW00016276,08-29-80,Female
NASAW00016277,03-28-70,Female
NASAW00016278,12-21-69,Male
NASAW00016279,12-22-68,Female
NASAW00016280,02-15-69,Male
NASAW00016281,07-05-68,Male
NASAW00016282,02-28-69,Female
NASAW00016283,09-09-74,Male
NASAW00016284,12-08-68,Male
NASAW00016285,05-01-72,Female
NASAW00016286,11-20-77,Male
NASAW00016287,05-02-72,Female
NASAW00016288,08-16-85,Male
NASAW00016289,03-24-71,Female
NASAW00016290,04-22-71,Male
NASAW00016291,07-05-69,Female
NASAW00016292,05-01-75,Female
NASAW00016293,05-12-70,Male
NASAW00016294,06-21-75,Male
NASAW00016295,11-10-74,Male
NASAW00016296,06-19-69,Female
NASAW00016297,09-08-74,Female
NASAW00016298,11-12-68,Female
NASAW00016299,05-24-83,Female
NASAW00016300,05-10-83,Male
NASAW00016301,08-06-82,Male
NASAW00016302,05-11-85,Female
NASAW00016303,03-06-85,Female
NASAW00016304,04-14-85,Male
NASAW00016305,03-22-85,Male
NASAW00016306,08-17-84,Female
NASAW00016307,06-03-74,Female
NASAW00016308,04-23-74,Female
NASAW00016309,03-20-68,Female
NASAW00016310,02-28-73,Female
NASAW00016311,10-06-73,Male
NASAW00016312,07-20-83,Female
NASAW00016313,09-23-83,Female
NASAW00016314,10-22-83,Male
NASAW00016315,01-19-83,Male
NASAW00016316,04-23-83,Female
NASAW00016317,03-23-83,Male
NASAW00016318,12-06-82,Female
NASAW00016319,05-21-82,Female
NASAW00016320,09-01-81,Female
NASAW00016321,10-21-85,Female
NASAW00016322,03-16-80,Female
NASAW00016323,10-02-80,Male
NASAW00016324,03-15-86,Male
NASAW00016325,03-10-19,Female
NASAW00016326,07-17-78,Male
NASAW00016327,03-02-84,Male
NASAW00016328,08-15-78,Male
NASAW00016329,12-09-84,Female
NASAW00016330,01-03-79,Male
NASAW00016331,09-09-82,Female
NASAW00016332,04-03-54,Female
NASAW00016333,08-21-82,Male
NASAW00016334,06-11-83,Female
NASAW00016335,02-22-83,Female
NASAW00016336,12-06-82,Male
NASAW00016337,01-03-83,Male
NASAW00016338,09-15-54,Female
NASAW00016339,10-30-55,Male
NASAW00016340,06-23-86,Male
NASAW00016341,05-25-57,Female
NASAW00016342,04-05-62,Male
NASAW00016343,02-17-68,Male
NASAW00016344,11-15-85,Male
NASAW00016345,04-23-59,Male
NASAW00016346,06-10-64,Male
NASAW00016347,12-01-58,Male
NASAW00016348,01-01-60,Male
NASAW00016349,10-13-59,Male
NASAW00016350,02-10-65,Male
NASAW00016351,01-04-60,Female
NASAW00016352,08-02-65,Female
NASAW00016353,05-06-81,Male
NASAW00016354,08-06-80,Female
NASAW00016355,12-24-80,Female
NASAW00016356,06-16-81,Female
NASAW00016357,03-15-80,Female
NASAW00016358,07-08-79,Male
NASAW00016359,09-08-59,Female
NASAW00016360,01-30-60,Male
NASAW00016361,11-06-60,Male
NASAW00016362,10-29-60,Male
NASAW00016363,08-30-60,Female
NASAW00016364,11-07-60,Female
NASAW00016365,01-15-61,Female
NASAW00016366,01-02-72,Female
NASAW00016367,05-24-77,Female
NASAW00016368,11-04-66,Female
NASAW00016369,08-23-67,Female
NASAW00016370,01-22-67,Female
NASAW00016371,09-11-61,Male
NASAW00016372,01-29-74,Female
NASAW00016373,10-20-62,Female
NASAW00016374,06-14-63,Male
NASAW00016375,08-19-68,Female
NASAW00016376,06-06-63,Female
NASAW00016377,09-21-69,Female
NASAW00016378,09-15-63,Female
NASAW00016379,09-21-69,Male
NASAW00016380,04-19-75,Female
NASAW00016381,12-01-63,Female
NASAW00016382,12-01-63,Female
NASAW00016383,10-25-63,Male
NASAW00016384,11-19-64,Female
NASAW00016385,06-15-65,Male
NASAW00016386,03-15-74,Male
NASAW00016387,04-24-74,Male
NASAW00016388,11-23-79,Male
NASAW00016389,10-01-79,Male
NASAW00016390,08-25-73,Male
NASAW00016391,11-01-79,Male
NASAW00016392,04-08-74,Female
NASAW00016393,01-06-85,Male
NASAW00016394,06-03-78,Male
NASAW00016395,06-06-73,Female
NASAW00016396,10-14-72,Male
NASAW00016397,04-10-78,Male
NASAW00016398,06-12-73,Male
NASAW00016399,04-15-73,Male
NASAW00016400,03-06-78,Male
NASAW00016401,03-08-73,Female
NASAW00016402,04-01-73,Male
NASAW00016403,04-17-72,Male
NASAW00016404,01-02-73,Male
NASAW00016405,10-05-72,Female
NASAW00016406,11-10-78,Male
NASAW00016407,09-01-71,Female
NASAW00016408,08-08-70,Male
NASAW00016409,10-13-76,Female
NASAW00016410,04-18-70,Female
NASAW00016411,02-18-70,Male
NASAW00016412,12-05-80,Female
NASAW00016413,11-03-36,Female
NASAW00016414,12-15-69,Female
NASAW00016415,12-15-69,Male
NASAW00016416,05-14-75,Male
NASAW00016417,08-29-75,Male
NASAW00016418,08-22-74,Female
NASAW00016419,12-20-68,Female
NASAW00016420,11-15-74,Male
NASAW00016421,10-06-74,Female
NASAW00016422,09-20-79,Male
NASAW00016423,11-20-38,Male
NASAW00016424,01-15-72,Female
NASAW00016425,08-15-71,Female
NASAW00016426,01-08-72,Male
NASAW00016427,03-11-77,Female
NASAW00016428,09-24-68,Male
NASAW00016429,10-12-73,Female
NASAW00016430,02-04-71,Male
NASAW00016431,08-30-76,Male
NASAW00016432,08-05-75,Male
NASAW00016433,05-24-75,Male
NASAW00016434,04-03-70,Female
NASAW00016435,07-06-75,Male
NASAW00016436,08-11-74,Male
NASAW00016437,04-23-83,Male
NASAW00016438,01-14-82,Female
NASAW00016439,04-24-85,Female
NASAW00016440,06-02-85,Male
NASAW00016441,09-08-84,Male
NASAW00016442,02-23-85,Male
NASAW00016443,09-04-84,Female
NASAW00016444,04-21-69,Female
NASAW00016445,12-11-67,Female
NASAW00016446,11-09-67,Female
NASAW00016447,12-05-73,Female
NASAW00016448,08-02-67,Female
NASAW00016449,08-14-83,Male
NASAW00016450,02-12-83,Female
NASAW00016451,03-05-83,Male
NASAW00016452,05-21-83,Female
NASAW00016453,10-07-82,Female
NASAW00016454,12-03-82,Male
NASAW00016455,02-09-17,Female
NASAW00016456,01-09-81,Male
NASAW00016457,08-18-81,Female
NASAW00016458,06-18-82,Female
NASAW00016459,10-15-81,Female
NASAW00016460,05-17-82,Female
NASAW00016461,08-05-81,Female
NASAW00016462,10-14-80,Female
NASAW00016463,04-20-81,Female
NASAW00016464,11-15-79,Male
NASAW00016465,04-30-80,Female
NASAW00016466,12-13-79,Female
NASAW00016467,03-07-80,Male
NASAW00016468,05-17-81,Male
NASAW00016469,05-18-81,Female
NASAW00016470,05-08-81,Male
NASAW00016471,02-14-19,Female
NASAW00016472,03-10-85,Female
NASAW00016473,08-31-78,Female
NASAW00016474,10-19-78,Male
NASAW00016475,12-09-84,Male
NASAW00016476,06-10-79,Male
NASAW00016477,11-01-82,Female
NASAW00016478,07-21-82,Male
NASAW00016479,11-06-81,Female
NASAW00016480,02-05-60,Male
NASAW00016481,12-15-54,Female
NASAW00016482,11-12-55,Female
NASAW00016483,10-13-61,Male
NASAW00016484,08-07-55,Male
NASAW00016485,10-21-85,Male
NASAW00016486,11-12-56,Female
NASAW00016487,11-13-56,Female
NASAW00016488,10-25-56,Male
NASAW00016489,01-02-57,Male
NASAW00016490,11-14-85,Female
NASAW00016491,10-16-84,Male
NASAW00016492,09-21-57,Male
NASAW00016493,05-05-59,Female
NASAW00016494,11-21-65,Female
NASAW00016495,02-05-60,Female
NASAW00016496,05-14-65,Female
NASAW00016497,01-03-81,Female
NASAW00016498,05-08-81,Male
NASAW00016499,04-15-81,Female
NASAW00016500,08-19-80,Female
NASAW00016501,01-23-81,Female
NASAW00016502,08-12-80,Male
NASAW00016503,08-29-80,Male
NASAW00016504,02-02-80,Male
NASAW00016505,08-03-85,Female
NASAW00016506,12-09-84,Female
NASAW00016507,05-18-45,Female
NASAW00016508,02-10-45,Male
NASAW00016509,10-30-46,Female
NASAW00016510,06-03-48,Male
NASAW00016511,12-18-47,Male
NASAW00016512,10-05-47,Male
NASAW00016513,11-10-48,Male
NASAW00016514,07-10-85,Male
NASAW00016515,08-03-85,Male
NASAW00016516,01-24-86,Male
NASAW00016517,09-16-81,Female
NASAW00016518,12-17-81,Female
NASAW00016519,02-11-82,Female
NASAW00016520,04-22-82,Female
NASAW00016521,02-07-85,Female
NASAW00016522,01-01-85,Female
NASAW00016523,07-10-84,Female
NASAW00016524,01-20-85,Male
NASAW00016525,11-22-83,Female
NASAW00016526,04-23-84,Male
NASAW00016527,12-18-83,Male
NASAW00016528,02-22-84,Female
NASAW00016529,01-25-83,Male
NASAW00016530,04-16-49,Female
NASAW00016531,12-22-48,Female
NASAW00016532,12-18-77,Male
NASAW00016533,11-21-66,Female
NASAW00016534,08-05-66,Female
NASAW00016535,05-09-71,Male
NASAW00016536,01-19-66,Female
NASAW00016537,04-12-66,Male
NASAW00016538,07-12-65,Female
NASAW00016539,01-07-71,Female
NASAW00016540,03-15-66,Male
NASAW00016541,06-27-66,Male
NASAW00016542,12-07-65,Male
NASAW00016543,12-04-76,Female
NASAW00016544,04-04-70,Male
NASAW00016545,07-11-64,Female
NASAW00016546,02-24-65,Male
NASAW00016547,08-11-74,Male
NASAW00016548,07-11-71,Male
NASAW00016549,02-02-65,Female
NASAW00016550,02-18-70,Male
NASAW00016551,05-09-76,Female
NASAW00016552,01-06-65,Male
NASAW00016553,09-01-64,Female
NASAW00016554,02-14-64,Female
NASAW00016555,12-19-75,Male
NASAW00016556,07-06-75,Female
NASAW00016557,04-13-81,Male
NASAW00016558,04-13-81,Male
NASAW00016559,04-22-75,Female
NASAW00016560,04-12-76,Male
NASAW00016561,12-02-81,Male
NASAW00016562,09-06-81,Female
NASAW00016563,02-23-25,Female
NASAW00016564,02-04-75,Female
NASAW00016565,10-06-74,Male
NASAW00016566,01-19-80,Female
NASAW00016567,03-10-75,Male
NASAW00016568,08-13-27,Female
NASAW00016569,09-09-63,Female
NASAW00016570,09-13-68,Female
NASAW00016571,09-05-62,Female
NASAW00016572,05-14-79,Male
NASAW00016573,08-09-73,Male
NASAW00016574,03-09-79,Male
NASAW00016575,03-03-50,Female
NASAW00016576,04-10-52,Male
NASAW00016577,10-01-51,Female
NASAW00016578,06-03-52,Female
NASAW00016579,12-18-58,Male
NASAW00016580,01-01-60,Female
NASAW00016581,07-19-65,Male
NASAW00016582,09-30-65,Male
NASAW00016583,11-02-59,Male
NASAW00016584,10-31-59,Male
NASAW00016585,11-03-59,Male
NASAW00016586,12-17-69,Male
NASAW00016587,03-11-59,Male
NASAW00016588,10-01-58,Male
NASAW00016589,10-08-58,Male
NASAW00016590,08-29-64,Male
NASAW00016591,04-22-70,Male
NASAW00016592,05-15-58,Female
NASAW00016593,07-04-57,Female
NASAW00016594,09-01-57,Male
NASAW00016595,01-16-58,Male
NASAW00016596,09-24-56,Female
NASAW00016597,09-11-56,Female
NASAW00016598,05-02-57,Female
NASAW00016599,11-14-55,Male
NASAW00016600,11-13-53,Female
NASAW00016601,08-08-53,Female
NASAW00016602,03-19-54,Female
NASAW00016603,05-18-53,Female
NASAW00016604,07-03-52,Male
NASAW00016605,05-09-81,Female
NASAW00016606,05-09-82,Male
NASAW00016607,02-23-81,Male
NASAW00016608,06-11-81,Male
NASAW00016609,08-09-85,Male
NASAW00016610,12-21-79,Female
NASAW00016611,07-15-80,Male
NASAW00016612,02-18-81,Female
NASAW00016613,10-06-79,Female
NASAW00016614,03-22-79,Female
NASAW00016615,08-08-78,Female
NASAW00016616,06-02-85,Male
NASAW00016617,08-06-79,Male
NASAW00016618,12-15-79,Female
NASAW00016619,11-02-79,Female
NASAW00016620,05-12-84,Male
NASAW00016621,03-12-84,Female
NASAW00016622,11-12-78,Male
NASAW00016623,03-04-79,Male
NASAW00016624,07-24-83,Male
NASAW00016625,05-19-83,Male
NASAW00016626,01-15-78,Male
NASAW00016627,05-23-82,Female
NASAW00016628,10-16-76,Male
NASAW00016629,03-13-78,Female
NASAW00016630,01-08-78,Male
NASAW00016631,09-16-76,Female
NASAW00016632,11-13-76,Male
NASAW00016633,06-24-77,Female
NASAW00016634,02-12-81,Female
NASAW00016635,08-14-75,Male
NASAW00016636,02-23-76,Male
NASAW00016637,02-15-77,Male
NASAW00016638,02-07-77,Male
NASAW00016639,01-07-77,Female
NASAW00016640,11-30-76,Male
NASAW00016641,11-14-46,Female
NASAW00016642,11-03-52,Male
NASAW00016643,01-16-47,Male
NASAW00016644,06-22-47,Male
NASAW00016645,04-16-48,Female
NASAW00016646,04-23-48,Male
NASAW00016647,04-16-48,Female
NASAW00016648,12-24-47,Female
NASAW00016649,08-06-48,Female
NASAW00016650,03-02-49,Female
NASAW00016651,03-25-49,Female
NASAW00016652,08-02-84,Female
NASAW00016653,10-14-78,Female
NASAW00016654,03-14-84,Female
NASAW00016655,09-23-81,Female
NASAW00016656,11-06-60,Male
NASAW00016657,09-17-60,Male
NASAW00016658,10-12-60,Female
NASAW00016659,06-01-61,Female
NASAW00016660,12-01-61,Male
NASAW00016661,10-13-61,Male
NASAW00016662,09-05-62,Female
NASAW00016663,04-08-63,Female
NASAW00016664,12-15-63,Female
NASAW00016665,12-23-63,Female
NASAW00016666,10-07-78,Female
NASAW00016667,05-04-80,Female
NASAW00016668,01-15-80,Male
NASAW00016669,09-21-79,Male
NASAW00016670,01-15-80,Female
NASAW00016671,02-22-80,Female
NASAW00016672,12-26-79,Female
NASAW00016673,11-05-79,Male
NASAW00016674,11-09-70,Male
NASAW00016675,06-13-70,Female
NASAW00016676,03-22-77,Female
NASAW00016677,02-07-83,Male
NASAW00016678,04-14-63,Male
NASAW00016679,03-30-80,Female
NASAW00016680,09-12-68,Male
NASAW00016681,09-11-72,Male
NASAW00016682,01-05-73,Female
NASAW00016683,09-01-72,Female
NASAW00016684,05-17-68,Male
NASAW00016685,12-11-67,Female
NASAW00016686,01-12-68,Female
NASAW00016687,04-07-72,Male
NASAW00016688,04-03-67,Female
NASAW00016689,03-03-67,Male
NASAW00016690,05-01-72,Female
NASAW00016691,05-05-72,Female
NASAW00016692,10-11-76,Male
NASAW00016693,07-20-71,Male
NASAW00016694,11-07-65,Female
NASAW00016695,10-24-64,Male
NASAW00016696,08-11-70,Female
NASAW00016697,10-31-70,Male
NASAW00016698,08-06-75,Female
NASAW00016699,02-24-65,Male
NASAW00016700,06-17-74,Male
NASAW00016701,01-10-80,Female
NASAW00016702,03-12-73,Female
NASAW00016703,11-02-67,Female
NASAW00016704,11-30-66,Female
NASAW00016705,01-08-64,Female
NASAW00016706,11-07-63,Female
NASAW00016707,10-05-63,Male
NASAW00016708,04-06-75,Female
NASAW00016709,12-14-41,Male
NASAW00016710,03-15-66,Female
NASAW00016711,08-01-65,Male
NASAW00016712,04-23-62,Female
NASAW00016713,05-06-59,Male
NASAW00016714,02-07-82,Male
NASAW00016715,03-21-82,Female
NASAW00016716,08-02-81,Male
NASAW00016717,10-08-80,Female
NASAW00016718,01-22-81,Male
NASAW00016719,07-10-80,Male
NASAW00016720,05-17-86,Female
NASAW00016721,03-03-86,Male
NASAW00016722,12-25-85,Male
NASAW00016723,03-14-86,Female
NASAW00016724,11-13-85,Male
NASAW00016725,12-19-85,Male
NASAW00016726,11-22-84,Male
NASAW00016727,05-17-86,Male
NASAW00016728,07-20-85,Male
NASAW00016729,12-11-42,Male
NASAW00016730,03-31-43,Female
NASAW00016731,08-08-84,Female
NASAW00016732,12-23-83,Female
NASAW00016733,03-05-44,Male
NASAW00016734,09-20-43,Female
NASAW00016735,12-04-82,Female
NASAW00016736,03-20-83,Female
NASAW00016737,10-29-84,Female
NASAW00016738,03-02-45,Male
NASAW00016739,12-21-55,Male
NASAW00016740,04-25-46,Male
NASAW00016741,03-07-46,Male
NASAW00016742,05-12-46,Male
NASAW00016743,11-17-47,Female
NASAW00016744,12-13-47,Female
NASAW00016745,05-23-48,Female
NASAW00016746,05-05-82,Female
NASAW00016747,12-11-80,Male
NASAW00016748,11-28-80,Male
NASAW00016749,11-07-79,Male
NASAW00016750,11-08-79,Male
NASAW00016751,12-09-84,Male
NASAW00016752,08-27-78,Male
NASAW00016753,08-22-77,Female
NASAW00016754,06-04-78,Male
NASAW00016755,01-23-78,Female
NASAW00016756,03-18-74,Male
NASAW00016757,12-30-72,Female
NASAW00016758,11-14-78,Male
NASAW00016759,12-30-72,Female
NASAW00016760,08-07-70,Female
NASAW00016761,06-11-78,Male
NASAW00016762,01-23-78,Male
NASAW00016763,05-04-79,Male
NASAW00016764,11-20-78,Male
NASAW00016765,01-04-79,Male
NASAW00016766,02-01-79,Female
NASAW00016767,10-03-78,Male
NASAW00016768,01-07-79,Male
NASAW00016769,04-22-77,Male
NASAW00016770,03-21-77,Male
NASAW00016771,06-23-78,Male
NASAW00016772,07-14-77,Female
NASAW00016773,05-06-78,Male
NASAW00016774,02-07-83,Male
NASAW00016775,09-14-83,Female
NASAW00016776,09-19-75,Male
NASAW00016777,03-04-50,Male
NASAW00016778,03-03-50,Male
NASAW00016779,04-22-61,Female
NASAW00016780,03-24-51,Male
NASAW00016781,12-16-50,Male
NASAW00016782,08-21-51,Male
NASAW00016783,06-05-52,Female
NASAW00016784,08-10-51,Female
NASAW00016785,02-09-52,Male
NASAW00016786,03-23-52,Male
NASAW00016787,04-22-57,Female
NASAW00016788,10-11-52,Male
NASAW00016789,03-20-53,Female
NASAW00016790,02-06-58,Male
NASAW00016791,11-03-52,Male
NASAW00016792,12-07-52,Female
NASAW00016793,11-03-52,Female
NASAW00016794,10-17-52,Female
NASAW00016795,10-31-52,Female
NASAW00016796,12-03-53,Female
NASAW00016797,05-18-54,Male
NASAW00016798,11-01-53,Female
NASAW00016799,04-06-54,Female
NASAW00016800,12-19-54,Female
NASAW00016801,01-19-60,Female
NASAW00016802,01-09-55,Male
NASAW00016803,07-17-60,Male
NASAW00016804,06-18-56,Male
NASAW00016805,03-10-61,Male
NASAW00016806,02-01-56,Male
NASAW00016807,04-03-56,Female
NASAW00016808,04-02-56,Female
NASAW00016809,06-20-61,Female
NASAW00016810,02-28-57,Male
NASAW00016811,10-16-56,Male
NASAW00016812,09-09-62,Female
NASAW00016813,10-11-56,Male
NASAW00016814,08-08-62,Female
NASAW00016815,11-06-56,Male
NASAW00016816,03-07-62,Female
NASAW00016817,06-18-57,Male
NASAW00016818,08-02-56,Female
NASAW00016819,12-31-57,Male
NASAW00016820,07-12-57,Female
NASAW00016821,01-17-64,Female
NASAW00016822,05-27-64,Male
NASAW00016823,01-17-64,Female
NASAW00016824,11-14-62,Male
NASAW00016825,02-01-63,Female
NASAW00016826,11-08-68,Male
NASAW00016827,08-14-73,Male
NASAW00016828,02-06-67,Male
NASAW00016829,04-24-67,Male
NASAW00016830,04-19-61,Female
NASAW00016831,11-08-60,Male
NASAW00016832,12-10-37,Male
NASAW00016833,02-21-38,Male
NASAW00016834,01-18-39,Female
NASAW00016835,04-13-39,Male
NASAW00016836,05-22-71,Male
NASAW00016837,04-22-71,Female
NASAW00016838,07-16-70,Male
NASAW00016839,12-17-70,Female
NASAW00016840,09-11-69,Male
NASAW00016841,05-16-70,Male
NASAW00016842,04-06-75,Female
NASAW00016843,08-15-69,Male
NASAW00016844,07-22-75,Female
NASAW00016845,09-12-75,Female
NASAW00016846,11-05-68,Male
NASAW00016847,09-16-79,Male
NASAW00016848,10-01-79,Female
NASAW00016849,09-24-74,Male
NASAW00016850,03-31-69,Female
NASAW00016851,09-28-68,Male
NASAW00016852,06-03-74,Female
NASAW00016853,08-19-68,Female
NASAW00016854,02-20-80,Male
NASAW00016855,05-12-68,Female
NASAW00016856,06-09-68,Female
NASAW00016857,12-14-73,Male
NASAW00016858,02-10-68,Female
NASAW00016859,08-17-73,Male
NASAW00016860,09-14-67,Female
NASAW00016861,06-06-73,Male
NASAW00016862,06-18-68,Male
NASAW00016863,02-08-67,Female
NASAW00016864,11-03-66,Female
NASAW00016865,06-02-72,Female
NASAW00016866,10-19-83,Female
NASAW00016867,02-23-67,Female
NASAW00016868,02-01-72,Male
NASAW00016869,08-01-66,Female
NASAW00016870,03-31-61,Female
NASAW00016871,02-07-66,Female
NASAW00016872,02-20-76,Male
NASAW00016873,09-10-40,Male
NASAW00016874,02-28-41,Female
NASAW00016875,02-23-46,Female
NASAW00016876,12-03-41,Male
NASAW00016877,08-30-47,Female
NASAW00016878,05-19-42,Male
NASAW00016879,08-27-41,Female
NASAW00016880,05-18-53,Male
NASAW00016881,08-10-41,Male
NASAW00016882,12-13-65,Male
NASAW00016883,06-27-66,Male
NASAW00016884,02-05-60,Male
NASAW00016885,11-30-70,Male
NASAW00016886,04-17-60,Male
NASAW00016887,02-08-60,Male
NASAW00016888,08-18-59,Female
NASAW00016889,09-02-65,Male
NASAW00016890,08-31-59,Male
NASAW00016891,05-08-60,Female
NASAW00016892,08-10-59,Female
NASAW00016893,12-31-58,Male
NASAW00016894,02-05-75,Female
NASAW00016895,12-13-57,Female
NASAW00016896,04-20-58,Female
NASAW00016897,08-19-63,Female
NASAW00016898,05-07-63,Male
NASAW00016899,03-31-43,Female
NASAW00016900,05-21-43,Male
NASAW00016901,04-23-43,Male
NASAW00016902,04-05-44,Male
NASAW00016903,01-30-44,Male
NASAW00016904,01-08-44,Female
NASAW00016905,10-08-43,Female
NASAW00016906,02-09-44,Female
NASAW00016907,09-17-44,Female
NASAW00016908,11-29-44,Female
NASAW00016909,05-09-45,Female
NASAW00016910,12-11-44,Male
NASAW00016911,10-17-45,Male
NASAW00016912,09-04-45,Male
NASAW00016913,05-12-46,Male
NASAW00016914,04-23-74,Female
NASAW00016915,09-03-79,Male
NASAW00016916,12-21-73,Female
NASAW00016917,08-02-73,Male
NASAW00016918,02-07-85,Female
NASAW00016919,04-17-50,Female
NASAW00016920,07-16-84,Male
NASAW00016921,05-13-84,Male
NASAW00016922,08-02-83,Female
NASAW00016923,05-08-84,Male
NASAW00016924,05-04-84,Female
NASAW00016925,01-18-84,Male
NASAW00016926,08-26-50,Male
NASAW00016927,10-19-50,Female
NASAW00016928,04-16-63,Male
NASAW00016929,12-10-51,Female
NASAW00016930,01-05-53,Female
NASAW00016931,03-13-53,Male
NASAW00016932,01-07-68,Male
NASAW00016933,07-18-73,Male
NASAW00016934,06-06-73,Female
NASAW00016935,08-29-67,Male
NASAW00016936,01-31-42,Female
NASAW00016937,08-24-73,Male
NASAW00016938,11-08-63,Female
NASAW00016939,12-06-68,Female
NASAW00016940,10-28-68,Female
NASAW00016941,03-15-73,Female
NASAW00016942,10-02-59,Female
NASAW00016943,08-24-49,Female
NASAW00016944,11-04-43,Male
NASAW00016945,11-11-43,Female
NASAW00016946,01-23-44,Female
NASAW00016947,03-31-81,Female
NASAW00016948,09-11-81,Female
NASAW00016949,04-12-81,Male
NASAW00016950,05-14-76,Male
NASAW00016951,03-31-76,Female
NASAW00016952,10-18-81,Male
NASAW00016953,04-02-76,Female
NASAW00016954,11-24-75,Male
NASAW00016955,02-15-75,Male
NASAW00016956,01-06-80,Male
NASAW00016957,05-20-75,Male
NASAW00016958,10-29-82,Male
NASAW00016959,08-07-76,Male
NASAW00016960,03-06-77,Female
NASAW00016961,06-12-82,Female
NASAW00016962,02-22-75,Male
NASAW00016963,01-24-80,Female
NASAW00016964,11-17-74,Male
NASAW00016965,08-30-73,Female
NASAW00016966,12-08-72,Female
NASAW00016967,08-15-75,Male
NASAW00016968,08-15-75,Male
NASAW00016969,03-01-76,Male
NASAW00016970,08-12-78,Female
NASAW00016971,03-16-73,Female
NASAW00016972,10-04-83,Male
